char_id,vn_id,role
81528,3561,side
81674,6569,primary
81721,1064,side
81879,6099,side
82003,65,side
82099,21785,side
82481,25691,primary
82616,19940,main
82781,25312,primary
82827,14878,primary
83022,7986,side
83233,25535,primary
83671,16508,side
83757,7931,primary
84038,25796,primary
84038,26773,side
84147,20669,primary
84342,25964,primary
84533,26232,primary
84552,28150,side
84552,26183,side
84552,26791,side
84709,21015,primary
84745,24366,primary
84914,26338,primary
84950,26383,side
84981,22099,side
85062,26055,main
85170,12219,side
85357,21137,primary
85378,21529,side
85408,19743,side
85429,26515,primary
85534,20595,primary
85828,25150,primary
85877,8243,side
85877,8243,side
85877,8243,side
85886,21016,primary
86100,18372,primary
86156,26763,primary
86354,10561,primary
86565,23492,primary
86615,20676,primary
86659,20428,primary
86749,26763,side
86829,19221,primary
87010,26723,side
87459,27185,primary
87574,19904,side
87633,4468,side
87650,27327,primary
87808,18379,primary
88024,27436,side
88025,27436,side
88098,24812,appears
88115,6405,primary
88115,6404,primary
88116,6405,primary
88116,6404,primary
88355,27756,appears
88397,26563,main
88571,6315,main
88586,18422,appears
88587,6108,side
88676,13705,side
88801,24957,primary
88832,2954,side
89155,28084,primary
89475,2634,primary
89534,28175,primary
89609,28189,primary
89673,21043,primary
89758,3246,side
89818,28286,primary
89858,25023,side
90133,22964,side
90168,28354,primary
90270,13884,primary
90279,13884,primary
90345,18769,side
90345,17839,side
90371,18805,primary
90679,28456,primary
90919,26472,primary
90919,26736,primary
90949,4004,main
91048,21782,side
91048,25914,side
61,6173,primary
125,5895,appears
193,11567,primary
193,19693,primary
243,2341,primary
260,2363,primary
789,2940,primary
789,7284,primary
789,11130,primary
1631,44,primary
1896,2159,primary
2097,6820,primary
2233,2773,main
2233,18236,main
2264,8155,primary
2324,8054,primary
2324,10103,primary
2343,5802,side
2498,4855,primary
2523,1083,primary
2523,2296,appears
2553,2262,primary
2643,1744,main
2802,7507,appears
2839,8661,main
2849,1660,primary
2933,2250,primary
3124,1248,primary
3436,86,primary
3436,4265,primary
3644,283,main
3739,3937,primary
4009,4798,primary
4187,2190,primary
4279,1230,primary
4864,12846,main
4968,7666,primary
5203,12033,primary
5203,6458,primary
5257,969,primary
5289,1552,side
5397,3549,side
5712,6672,side
5723,7568,primary
5789,1111,appears
5789,4476,primary
5828,22,side
5834,191,primary
6091,4597,primary
6091,8030,primary
6091,11636,side
6128,5170,main
6128,21345,appears
6234,10462,primary
6417,252,primary
6421,7035,primary
6679,2087,main
6852,8117,side
6996,3356,primary
7185,183,side
7342,7228,main
7643,1193,side
7643,19350,primary
7643,7751,side
7945,5662,primary
7965,3402,primary
7967,3402,primary
8348,10238,primary
8449,5549,side
8449,7625,primary
8450,221,main
8450,309,appears
8450,491,main
8604,1069,primary
8706,2225,primary
8829,860,appears
8965,11368,primary
9017,1061,primary
9072,11311,appears
9285,11464,primary
9285,10725,primary
9285,11461,side
9514,602,side
9740,472,side
9757,1063,primary
9900,549,primary
10283,10340,primary
10346,5015,primary
10535,334,primary
10682,21192,side
10682,6438,appears
10682,13105,side
10707,3494,primary
10743,4907,primary
10748,6682,primary
10905,7333,primary
11041,1475,primary
11041,7084,appears
11172,10838,side
11483,2624,primary
11508,12218,primary
11558,11194,primary
11703,1173,side
11708,1173,appears
11878,10158,primary
11891,545,side
12167,2119,primary
12274,7772,side
12581,7302,side
12592,10288,primary
12894,11297,main
13162,12841,primary
13167,6652,side
13249,5201,primary
13383,39,main
13383,239,main
13542,198,primary
13542,458,primary
13678,1531,primary
13779,12028,primary
13888,1155,side
13888,2886,side
13910,4040,side
14010,12369,side
14010,21739,side
14010,19119,side
14035,6346,main
14323,12309,main
14343,715,appears
14580,1859,side
14580,2973,primary
15011,10813,main
15079,90,primary
15079,2964,primary
15099,13260,primary
15099,15437,primary
15374,920,side
15449,9205,side
15527,3669,primary
15880,2153,side
15986,3470,primary
16034,12795,primary
16079,3806,side
16079,14152,primary
16291,22192,primary
16291,10051,primary
16542,15493,side
16542,12260,side
16830,15105,side
16830,10983,side
16986,14647,side
16986,14817,side
17048,3602,primary
17100,11881,side
17190,12033,primary
17190,6458,primary
17420,14269,primary
17502,13892,primary
17920,12066,side
18078,12546,primary
18078,16061,primary
18136,15372,side
18160,6180,primary
18555,1428,primary
18568,4168,primary
18580,3613,main
18616,14285,primary
18713,15424,primary
18900,13384,main
18989,20516,primary
18989,16931,appears
18989,17993,primary
18989,24651,primary
18989,27880,primary
18989,22320,primary
18989,22575,primary
18989,19556,primary
18989,20099,primary
18989,14711,primary
19063,15491,side
19932,6487,side
19955,7475,main
19962,5581,side
20296,14763,side
20344,12974,primary
20406,850,primary
20406,1011,primary
20428,17038,side
20428,14887,side
20689,5381,side
20689,6572,side
20689,13912,primary
20689,17959,primary
20712,6483,primary
20847,5639,side
20872,4319,primary
20889,4122,primary
20889,6824,appears
20940,13066,side
21037,3562,primary
21348,13142,main
21528,12135,main
21680,15721,side
21754,12479,side
21832,3673,appears
22084,5285,primary
22090,15473,primary
22178,11604,main
22283,10463,primary
22400,9767,side
22408,9767,side
22421,3946,primary
22642,1413,side
22740,1368,primary
22753,15393,primary
22753,24275,appears
22794,5240,side
22825,15287,primary
23078,1007,main
23078,7337,main
23078,6573,main
23150,2309,primary
23158,9805,primary
23322,14926,primary
23378,16217,side
23454,13835,primary
23462,13495,primary
23666,10546,primary
23666,12893,primary
23666,15283,primary
23786,14627,main
23804,7711,primary
23910,10242,side
23913,15470,primary
24458,2219,side
24471,3866,primary
24689,12792,primary
24785,114,side
24984,14759,primary
24984,17077,primary
25088,4124,primary
25088,2939,primary
25283,8702,main
25347,11711,primary
25469,14295,appears
25500,3518,primary
25898,12885,primary
26191,3540,primary
26218,24,side
26218,2153,side
26325,19953,side
26325,14018,side
27006,38,side
27219,505,side
27261,13215,primary
27277,3670,primary
27301,9916,side
27486,511,primary
27486,512,primary
27561,13124,side
27758,15260,side
27759,15260,side
27784,12694,main
27784,16415,main
27784,15252,main
28123,17993,appears
28123,14711,appears
28291,1495,primary
28291,7247,primary
28409,14700,side
28648,1922,side
28741,4223,main
29687,6267,main
29738,8095,side
29738,12775,primary
29746,14652,primary
29746,20747,primary
29982,4721,primary
30000,442,primary
30184,16066,side
30184,21122,side
30479,17150,side
30764,3520,side
30828,992,side
30832,1613,main
30972,8928,side
31007,17255,side
31063,16469,primary
31300,7208,primary
31313,12986,primary
31949,16733,primary
32326,10714,main
32330,16405,primary
32465,2152,side
32524,6173,side
32879,7912,side
32879,11309,primary
32922,13114,appears
32948,1783,primary
33037,256,side
33522,11643,side
33674,13871,side
33758,10887,primary
33824,17377,primary
34109,17491,primary
34109,19506,primary
34325,1663,side
34412,6506,main
34474,17790,primary
34486,16847,primary
34601,13666,primary
34872,16049,side
34881,13838,primary
34934,1094,primary
35058,16337,side
35363,16560,primary
35363,22303,side
35363,18907,primary
35463,543,primary
35613,1904,main
35689,17964,primary
35689,18001,side
35689,22441,main
35701,15734,primary
35733,17998,primary
35812,597,side
35847,14869,main
35848,251,appears
35858,17797,primary
36112,4129,side
36153,1629,primary
36153,1713,primary
36153,1805,primary
36153,16057,primary
36154,1629,primary
36154,1713,primary
36154,1805,primary
36154,16057,primary
36286,388,primary
36339,5763,primary
36451,1675,appears
36451,2996,appears
36603,5091,primary
36738,89,side
36898,1021,side
36898,2193,side
37005,15723,primary
37101,2513,primary
37132,1008,primary
37216,17999,primary
37281,1133,side
37481,14359,side
37527,9611,primary
37662,19849,primary
37723,17744,primary
37810,6730,primary
37990,18382,primary
37990,19665,appears
38145,18374,main
38375,730,primary
38727,5469,primary
38973,13090,side
39016,18141,side
39072,16510,main
39148,18057,primary
39249,18452,primary
39516,7584,primary
39738,7815,primary
39738,4540,primary
39827,17828,primary
39859,19770,primary
39859,18635,primary
39860,19770,primary
39860,18635,primary
40056,6046,side
40079,1046,side
40112,17137,primary
40285,3273,main
40318,1193,appears
40318,7751,appears
40431,8774,main
40436,8821,main
40822,1186,side
40948,622,primary
41060,6763,primary
41333,5930,side
41435,16456,primary
41496,16735,main
41550,17935,side
41552,18882,primary
41552,15288,side
41577,7396,side
41661,12451,primary
41661,12450,primary
41733,8132,primary
41747,18760,primary
41747,20264,primary
41852,1376,side
41907,6242,primary
42230,1472,primary
42303,7909,side
43046,18722,primary
43046,18740,appears
43096,18762,primary
43103,7052,appears
43128,18591,primary
43129,18591,primary
43220,18924,primary
43445,18670,primary
43779,14917,side
43961,8799,primary
44563,18651,side
44619,11904,side
44619,10255,side
44631,2313,side
44760,19024,side
44795,6724,primary
44982,8575,primary
45023,7838,side
45241,596,side
45269,385,primary
45305,535,primary
45343,3996,primary
45376,9809,primary
45404,19187,primary
45773,2273,primary
46038,19261,primary
46094,15926,primary
46161,18486,side
46200,19193,primary
46657,12235,main
46690,345,primary
46743,16295,side
46899,14924,side
47428,6326,primary
47601,17641,side
47610,18581,appears
47661,4204,primary
47686,4861,primary
47721,16275,side
47757,3916,primary
47849,2766,primary
48012,6021,side
48040,19311,primary
48274,19483,side
48385,182,side
48385,684,appears
48576,9326,side
48909,18292,side
49192,6763,primary
49433,18703,side
49509,19465,primary
49775,20893,primary
49775,19609,primary
49986,5317,primary
50106,19644,primary
50106,21295,primary
50224,19455,side
50264,3302,primary
50451,19535,side
50577,2676,primary
50813,6667,side
50891,3695,side
51144,6132,primary
51242,18845,primary
51556,13229,main
51556,7009,main
51556,10648,main
51990,378,main
52087,13979,primary
52343,17021,main
52454,2056,side
52471,1601,main
52621,5341,side
52716,2515,primary
52767,19027,primary
52788,19028,primary
52890,1975,primary
52951,9009,primary
53074,19890,side
53087,19218,primary
53193,17214,side
53214,16509,primary
53441,11995,side
53918,19996,primary
54023,1058,side
54091,2333,primary
54091,2334,primary
54321,7242,side
54329,7242,side
54338,456,side
54403,20170,primary
54561,8639,primary
54819,21140,primary
54819,19012,primary
54931,18314,side
54931,21521,side
54940,11574,primary
55003,313,appears
55003,314,side
55047,20376,primary
55354,758,primary
55390,2045,side
55392,2045,side
55651,20471,primary
55990,6742,primary
55990,6637,appears
55990,6636,side
56180,7740,primary
56182,7740,primary
56287,7969,side
56539,20613,primary
56539,12279,primary
56771,20223,side
56813,786,main
56893,11647,primary
56903,20429,primary
56917,2911,primary
56942,20144,primary
57289,7862,primary
57324,17304,primary
57420,20297,side
57433,13556,side
57825,4418,main
57845,449,primary
57850,18482,primary
58116,1245,main
58142,17748,primary
58142,20500,primary
58171,1538,side
58280,20723,appears
58293,12380,primary
58708,349,main
58763,6363,primary
58867,6363,side
58894,200,primary
58894,2301,primary
58894,7029,primary
58894,7416,primary
58999,4811,side
59179,1429,side
59192,1219,primary
59235,15908,primary
59769,594,primary
59932,20967,primary
60157,1533,main
60692,19715,side
61089,1168,appears
61269,3066,side
61633,21177,side
61796,21121,side
61982,20989,main
62107,10382,primary
62146,4286,primary
62198,5182,primary
62335,20634,main
62591,21186,primary
63042,21537,primary
63129,15905,primary
63159,2925,side
63248,19996,side
63360,10546,primary
63548,19851,side
63614,21706,primary
63698,5401,primary
63727,21722,primary
63793,21466,primary
63839,18649,appears
63839,20592,side
63839,20591,primary
63884,12588,primary
64030,21474,side
64049,709,main
64188,21715,main
64188,21716,main
64241,10567,main
64365,6843,primary
64498,24717,main
64498,21852,main
64559,21170,primary
64644,21966,main
64830,21918,side
64882,3144,appears
64906,6928,main
65043,23450,primary
65043,21931,primary
65094,21328,side
65420,11229,main
65468,6812,appears
65474,7899,side
65658,22168,main
65659,22168,primary
65956,20139,primary
66135,21964,side
66237,21524,side
66483,21592,primary
66683,3999,side
66715,18953,appears
66716,18953,appears
66718,18953,side
66807,10934,main
66869,22352,primary
66870,22352,primary
67130,22356,primary
67140,6156,primary
67158,21879,primary
67252,7249,side
67370,8526,side
67740,22292,side
67813,1093,side
67813,9669,side
67944,15569,side
68351,19676,side
68581,22628,primary
68672,4485,primary
68738,6830,primary
68832,12101,side
68965,9757,primary
68985,22729,primary
69230,16984,main
69300,6626,primary
69513,6860,primary
69579,7233,side
69579,2200,side
69579,7234,side
69616,2877,primary
69628,508,primary
69711,10178,side
69750,22714,main
69936,20842,primary
69960,22323,primary
70121,21788,primary
70501,4434,primary
70577,6137,primary
70592,10029,primary
70609,9256,primary
70628,18886,primary
70634,16106,primary
70829,19853,side
70912,22596,primary
71033,5093,primary
71115,15588,main
71187,23097,side
71353,19378,primary
71409,18644,primary
72044,2377,primary
72204,21475,side
72278,22703,primary
72302,393,side
72409,4453,primary
72461,4325,primary
72474,22995,primary
72650,2072,primary
72650,4920,primary
72765,2243,side
72852,11395,primary
72911,14508,side
72942,6260,primary
73126,6123,primary
73240,4530,side
73240,14871,side
73356,7965,primary
73866,22613,primary
73896,20072,side
73974,2746,primary
74089,14855,primary
74147,21491,primary
74157,24142,side
74169,23666,primary
74259,24158,primary
75120,19998,primary
75520,20857,primary
75595,6874,primary
76093,19608,primary
76323,9674,main
76617,13891,side
76675,21785,side
76912,24507,primary
76996,24637,primary
77109,7809,appears
77123,15316,primary
77162,6147,primary
77233,24151,primary
77280,6059,primary
77507,5310,primary
77519,5236,primary
77677,16272,primary
77830,19007,primary
77902,7293,primary
77966,1077,primary
78000,5956,primary
78123,16881,side
78189,24886,side
78215,4133,primary
78245,24381,primary
78451,21844,primary
78491,24871,main
78889,24807,primary
79236,18547,side
79277,22857,primary
79277,22856,main
79646,24878,primary
79784,299,side
80112,25265,primary
80343,24117,side
80371,3533,main
80522,5731,primary
80637,2901,side
80780,556,side
80780,1357,side
80821,25366,primary
80821,26418,side
80821,26419,primary
81145,260,primary
81371,24418,side
81420,8498,primary
81430,7695,side
81433,12803,primary
81461,817,side
81547,8233,primary
81590,25135,side
82315,23230,appears
82315,21321,appears
82468,14265,appears
82736,2656,primary
82747,1317,primary
82840,25762,primary
82901,20520,primary
83028,2671,side
83291,1080,appears
83316,25441,side
83414,18398,side
83502,25349,primary
83689,25963,primary
83773,25991,main
83939,25122,primary
83969,1502,side
84015,26051,primary
84083,19029,appears
84256,12087,primary
84339,20039,main
84748,1914,side
85150,4091,side
85501,26045,primary
85513,26579,primary
85656,6150,primary
85773,24770,primary
85791,196,side
86461,14279,primary
86479,5919,primary
86479,5919,primary
86479,5919,primary
86479,5919,primary
86576,23492,primary
86626,461,primary
87061,4191,primary
87438,9703,primary
87521,27236,side
87605,24798,primary
87792,27387,primary
87953,18316,side
87963,27025,primary
87964,27025,primary
88020,25770,primary
88053,25105,side
88081,24812,main
88232,26573,side
88233,26573,side
88281,11401,primary
88338,27748,main
88363,26776,primary
88449,6733,main
88526,23634,side
88603,20268,side
88730,27074,main
88960,7892,primary
89036,22531,side
89063,6602,primary
89186,4472,primary
89731,28258,main
89736,21207,primary
90009,10839,side
90044,26785,side
90265,6391,primary
90301,13884,primary
90322,13884,primary
90450,17839,primary
90466,17839,primary
90987,26417,primary
91013,1374,side
213,6756,primary
839,5802,primary
1287,2956,appears
1469,5020,primary
1469,5021,primary
1507,7763,primary
1639,6174,primary
1697,5391,primary
1698,5391,primary
1721,192,side
1721,1507,primary
1721,1508,primary
1721,1509,primary
1721,11125,primary
1721,11126,primary
1721,11128,primary
1721,11124,primary
1721,11127,primary
1721,11130,primary
1742,1599,primary
1796,2345,main
1796,2296,appears
1975,464,primary
1976,464,primary
2180,667,primary
2180,2320,primary
2198,2146,primary
2372,96,primary
2526,1083,primary
2766,466,main
2807,6318,primary
2810,6318,primary
2965,6685,primary
2969,1037,side
3026,519,primary
3241,2654,side
3310,4025,side
3459,4312,primary
3524,12369,primary
3524,21739,primary
3524,7602,primary
3524,19119,primary
3537,9368,main
3645,283,primary
3665,66,side
4004,4798,side
4039,82,primary
4039,577,primary
4046,82,side
4046,577,primary
4186,2190,primary
4193,7239,primary
4212,5306,primary
4280,1230,primary
4501,4962,primary
4594,2994,primary
4674,28,primary
4674,202,primary
4674,6427,primary
4827,4320,primary
4829,5471,primary
4829,4602,primary
4829,11342,side
4829,10035,primary
4829,19610,primary
4829,13419,side
4997,4028,main
5041,8197,primary
5614,370,primary
5614,26960,primary
5614,18589,appears
5636,1799,primary
5694,6672,primary
6036,2368,side
6389,7425,main
6662,13,appears
6790,6513,primary
7438,6693,primary
7939,489,side
7961,6178,side
8003,3402,primary
8225,5235,primary
8313,292,primary
8313,293,primary
8386,3,side
8386,7721,appears
8386,18717,appears
8666,482,side
8739,1187,side
8789,1053,primary
8843,7636,side
9124,6360,side
9145,11068,primary
9424,8497,side
9484,18130,appears
9484,12246,side
9484,10680,primary
9532,1116,primary
9583,2446,primary
9586,3064,primary
9587,3064,primary
9593,3064,side
9621,1340,appears
9629,1832,primary
9709,629,side
9709,1307,side
9709,3271,primary
9724,353,primary
9724,354,primary
9867,1431,main
10063,494,primary
10063,4777,primary
10100,24275,appears
10100,10793,primary
10185,5004,primary
10236,4239,main
10277,8097,primary
10334,5473,primary
10391,362,primary
10391,363,primary
10711,3494,primary
10776,3861,side
10853,1000,side
11152,11280,main
11264,7849,side
11264,10231,side
11264,2632,side
11338,1285,appears
11478,1987,appears
11527,1230,appears
11871,12393,appears
11971,11032,main
11989,11032,primary
12260,9095,primary
12292,5075,primary
12469,4942,primary
12537,9885,appears
12537,12141,appears
12713,4038,primary
12767,572,side
12851,6279,main
13265,1604,primary
13265,1605,primary
13265,7560,appears
13305,2160,primary
13565,11956,side
13565,11957,side
13565,19153,side
13593,334,primary
13620,10333,side
14059,1626,primary
14175,35,appears
14501,1719,appears
14525,3161,primary
14544,10001,main
14642,13816,primary
14809,145,primary
14874,13906,primary
14911,13906,main
14995,7608,primary
15032,4818,side
15062,20,primary
15062,90,side
15062,8034,primary
15062,2964,primary
15064,20,primary
15064,90,side
15064,2964,side
15270,3483,primary
15395,8701,primary
15460,13185,main
15583,1529,primary
15769,3606,primary
15914,13742,primary
16012,6779,primary
16067,12769,side
16382,14342,primary
16612,5916,appears
16612,15507,appears
16612,10895,appears
16914,14523,primary
16914,16883,primary
16982,37,side
17185,7442,primary
17479,14001,side
17560,1169,main
17560,3196,main
17562,1169,primary
17562,3196,primary
17567,1169,side
17567,3196,primary
17594,12805,side
17653,903,side
17653,2093,side
17790,14520,main
17790,16218,main
17790,20854,main
17813,383,side
17830,15172,primary
17934,14888,primary
17947,1091,side
18040,6449,primary
18068,1982,primary
18164,15376,primary
18332,2635,primary
18594,14934,side
18631,13628,primary
19059,12392,side
19059,18131,appears
19080,7467,primary
19090,2756,side
19113,13066,main
19204,14804,side
19250,2745,primary
19273,6639,primary
19385,3141,primary
19498,5612,primary
19767,11663,primary
19906,650,primary
19961,12998,primary
19968,911,primary
20367,6193,primary
20621,313,appears
20621,314,appears
20621,317,side
20774,3939,side
20802,5955,primary
20813,2053,primary
20817,2053,primary
20854,5639,primary
21258,13391,side
21282,14890,primary
21311,15143,primary
21368,15166,side
21417,10231,primary
21417,12794,appears
21765,11957,side
21765,19153,appears
21871,11901,side
21883,11225,primary
21885,11225,primary
22021,10244,side
22201,16225,primary
22201,15820,primary
22201,17512,appears
22316,16104,primary
22364,74,side
22622,14861,primary
22858,6678,primary
23043,2965,primary
23092,13834,primary
23145,528,side
23145,10797,appears
23189,15925,primary
23301,16141,primary
23331,668,side
23331,831,side
23668,14525,primary
23696,10547,primary
23731,2421,primary
23832,2865,primary
23883,11442,primary
23919,10242,primary
24062,13807,side
24062,12353,primary
24105,9877,primary
24123,12831,primary
24201,6426,primary
24246,13043,primary
24806,12228,primary
25006,4315,primary
25207,11566,primary
25207,13870,primary
25236,1976,primary
25288,8679,primary
25556,13850,side
25947,2673,primary
25947,2672,primary
25965,1067,primary
26080,16566,primary
26081,16566,primary
26103,16212,side
26182,3540,main
26360,11644,primary
26489,14919,primary
26503,14919,side
26780,180,primary
26780,1858,primary
26932,136,side
27104,5056,appears
27104,9869,appears
27104,3700,appears
27104,4863,primary
27335,16036,side
27335,13160,primary
27335,9207,side
27367,14891,side
27479,14623,primary
27580,443,side
27750,12552,primary
28037,4298,primary
28224,507,appears
28544,4845,primary
28686,3165,primary
28839,7961,primary
28951,45,primary
29075,1009,main
29075,11340,main
29075,12478,main
29133,15070,side
29163,3612,primary
29164,3612,primary
29330,1676,primary
29468,973,primary
29565,2995,side
29661,2890,primary
29690,1443,main
29709,1850,side
29741,14652,primary
29741,20747,primary
29778,3810,primary
29842,16855,primary
29929,166,primary
29929,458,primary
30102,598,side
30176,4653,primary
30309,1120,primary
30651,16339,primary
30703,5325,primary
30728,1906,primary
30891,5836,primary
31265,3618,primary
31269,578,primary
31883,14629,primary
31909,11620,primary
31925,6778,primary
32023,18649,primary
32023,16463,primary
32023,20592,side
32023,20591,side
32173,584,side
32182,2089,main
32182,21792,main
32182,12438,main
32283,16906,primary
32283,18750,primary
32349,2150,primary
32570,2206,primary
32605,13905,side
32846,11327,primary
32878,7912,side
32878,11309,primary
33097,7827,primary
33097,7828,primary
33097,17657,primary
33167,409,main
33277,2828,side
33404,11181,primary
33582,10461,primary
33642,1242,primary
33761,10708,primary
33991,54,primary
34063,2741,side
34081,7719,main
34098,17429,primary
34147,6065,side
34263,3921,side
34431,9906,primary
34497,11707,side
34497,11709,side
34497,11708,side
34991,17508,primary
35005,1455,side
35012,6179,primary
35575,3326,primary
35605,3203,primary
35621,4860,primary
35650,7361,primary
35652,2045,side
35741,14263,primary
36016,2611,side
36195,5743,primary
36234,500,appears
36389,11963,primary
36510,415,side
36771,18031,side
36848,2574,side
37104,2513,primary
37322,1362,appears
37959,2601,side
38272,9267,primary
38309,5656,primary
38326,847,primary
38774,16486,primary
38885,2582,primary
38899,913,primary
39098,10104,primary
39341,8042,main
39391,1047,side
39391,1075,side
39465,10046,side
39580,18609,primary
39690,7743,primary
40063,17344,main
40345,570,side
40587,1722,side
40901,1120,primary
40901,1120,primary
40901,3071,primary
40976,995,side
40983,995,primary
41120,552,side
41220,11546,primary
41486,18348,primary
41890,2760,primary
41928,12258,primary
41967,18795,primary
41967,23985,primary
42135,2457,primary
42165,21913,side
42165,18353,side
42267,16416,primary
42368,16130,side
42651,26,side
42748,16437,primary
42764,19223,appears
42764,16134,main
42775,24019,primary
42775,18869,primary
43122,2866,side
43415,7052,side
43419,6905,primary
43436,16485,side
43599,12020,primary
43806,7069,primary
43901,1205,main
43974,18335,side
44222,4371,primary
44228,347,side
44228,6581,side
44283,14523,side
44301,18307,primary
44375,10098,primary
44375,7645,primary
44435,13127,primary
44531,18863,primary
44753,1260,primary
44797,2111,primary
44834,301,primary
45008,9587,primary
45113,13981,primary
45196,19036,primary
45569,18798,primary
45588,8150,primary
45588,7390,primary
45677,17117,side
45962,520,side
46061,4368,primary
46150,2439,side
46268,18115,side
46274,13324,primary
46533,11378,primary
46533,4621,primary
46761,553,primary
46761,554,side
46878,5000,side
47138,16148,primary
47249,14864,side
47295,15295,main
47324,13852,side
47362,1057,side
47533,3335,primary
47533,3337,side
47533,3336,side
47586,9912,primary
47726,4380,primary
47726,6670,primary
47792,11639,side
47792,12865,side
47858,1720,side
47963,1934,primary
47963,1935,primary
48601,19495,primary
48647,3388,main
48649,3388,primary
48658,19059,primary
48735,2790,primary
48987,18083,primary
49139,1120,primary
49183,6763,primary
49263,19574,primary
49375,15148,primary
49396,13918,side
49490,11417,side
49567,6495,side
49605,6495,side
50050,3930,main
50074,10083,primary
50088,782,side
50648,2294,side
50654,5696,primary
50658,5696,side
50817,6667,side
50825,17152,primary
51103,19837,primary
51117,9589,primary
51170,9297,side
51338,1379,primary
51338,3817,side
51591,10244,side
51908,9650,main
51910,149,primary
52042,5840,primary
52178,2463,primary
52218,8584,primary
52339,17019,primary
52391,16607,primary
52561,18800,side
52737,227,primary
52785,25848,primary
52785,19028,main
53368,1662,side
53853,20016,primary
53898,20190,primary
53902,12473,side
53933,19643,primary
53998,5067,side
54030,3425,primary
54281,18295,side
54496,1102,side
54496,2546,side
54502,20126,primary
54566,19684,side
54657,9829,primary
54695,2408,primary
54973,20410,primary
55127,19925,primary
55348,19875,side
55357,565,primary
55685,402,primary
55794,18642,primary
55888,2133,primary
56329,20370,primary
56394,10006,primary
56398,20416,primary
56442,2050,primary
56457,324,side
56457,1518,side
56457,2322,appears
56488,5868,side
56532,5758,main
56536,20613,primary
56536,12279,primary
56599,12427,primary
56638,10302,primary
56768,20223,side
56830,1829,side
56830,2047,appears
56830,17642,side
56830,13802,side
56905,3043,primary
56947,20144,primary
57025,4601,primary
57063,20668,main
57318,15174,primary
57351,20496,primary
57364,4799,primary
57450,6558,primary
57483,15445,primary
57517,4879,primary
57534,5146,primary
57661,9681,primary
58030,17779,primary
58101,15081,primary
58264,22167,primary
58264,20684,primary
58270,20723,appears
58368,1211,side
58414,20663,primary
58449,2583,side
58460,2260,primary
58533,236,primary
58779,6363,side
58787,2720,primary
58915,5268,primary
58956,20727,side
58956,22703,side
59123,891,side
59440,186,primary
59596,8623,side
59955,16650,side
60166,21857,primary
60166,20860,side
60312,449,appears
60337,3811,primary
60344,3811,side
60365,20807,primary
61078,1351,primary
61150,20760,main
61172,1080,side
61386,657,side
61406,21188,primary
61491,3918,main
61531,16181,primary
61738,311,side
61738,311,side
61803,4088,primary
62268,6652,side
62423,19806,primary
62640,21183,primary
62819,20404,main
62843,18700,primary
62895,21574,primary
62955,11976,primary
63304,13140,side
63499,18324,main
63851,21527,side
64024,21782,primary
64024,25914,primary
64088,3946,side
64376,2133,side
64405,16405,main
64503,21905,primary
64503,25414,primary
64652,21576,main
64730,13038,main
64730,13037,main
65036,21913,primary
65377,20071,primary
65377,20071,primary
65377,20071,side
65791,19735,primary
65999,21524,side
66037,22581,side
66037,21528,side
66109,5240,appears
66114,8575,main
66236,21524,side
66355,5924,primary
66531,19273,side
66534,21306,primary
66628,16106,primary
66732,21620,side
66921,6088,primary
67146,6156,primary
67908,22526,side
68053,4913,primary
68115,17272,primary
68734,6550,primary
68935,19065,primary
69099,4872,primary
69101,4872,primary
69342,15281,side
69536,10576,appears
69546,22823,side
69552,12315,primary
69664,10576,appears
69701,10576,appears
70002,637,side
70033,6392,primary
70068,5670,primary
70075,6768,side
70195,20950,main
70266,10133,primary
70283,22288,side
70335,22739,primary
70337,22739,primary
70339,22739,primary
70635,16106,primary
70670,16106,primary
70715,21784,side
70760,4032,primary
70942,3763,side
71058,387,side
71058,19099,side
71155,23097,side
71190,22345,main
71190,25492,main
71319,11517,primary
71430,23063,primary
71646,10922,side
71700,16193,side
71720,17956,primary
72247,1505,side
72368,10762,primary
72464,4325,primary
72510,2195,primary
72514,8495,side
72761,2243,side
73033,14503,primary
73073,13895,side
73073,9196,side
73096,23516,primary
73340,4311,primary
73558,20384,primary
73634,631,side
73759,23882,primary
74184,23377,primary
74225,1666,main
74264,16148,side
74535,21785,main
74880,2272,primary
74897,7439,primary
75609,6621,primary
75781,8356,side
75781,8298,primary
75781,8596,primary
75929,5713,main
75969,1659,side
76086,21202,side
76151,24474,primary
76269,24536,primary
76313,22313,side
76900,7470,primary
76998,24637,primary
77586,9272,primary
77732,24351,side
77780,4269,primary
77867,5884,side
78560,23625,primary
78705,24871,primary
78742,3175,primary
78779,4919,primary
78978,24743,primary
79162,23324,primary
79166,17300,primary
79224,17299,main
79324,2785,primary
79422,22161,side
79506,9714,primary
79571,21795,primary
79768,299,side
80048,1807,primary
80070,2662,side
80092,25262,primary
80317,25304,side
80466,25328,primary
80573,1500,side
80632,2901,primary
80675,25356,side
80770,21951,side
80978,16152,primary
81026,3980,primary
81403,16108,primary
81463,817,side
81585,7998,primary
81676,6569,primary
81714,5651,primary
81884,23680,primary
81929,846,side
81980,5661,side
82244,611,side
82346,4026,primary
82399,25646,primary
82477,619,side
82480,25691,primary
82484,24730,primary
82850,25762,side
83015,5036,side
83031,3297,primary
83120,1821,primary
83331,11292,appears
83452,4507,side
83595,25942,primary
